in s,C1 in V
-1.1407384E-03,2.92969E-03
-1.1407200E-03,-2.63672E-02
-1.1407016E-03,2.92969E-03
-1.1406832E-03,1.26953E-02
-1.1406648E-03,-6.83594E-03
-1.1406464E-03,2.24609E-02
-1.1406280E-03,2.92969E-03
-1.1406096E-03,1.26953E-02
-1.1405912E-03,-1.66016E-02
-1.1405728E-03,2.24609E-02
-1.1405544E-03,2.92969E-03
-1.1405360E-03,-6.83594E-03
-1.1405176E-03,-6.83594E-03
-1.1404992E-03,-6.83594E-03
-1.1404808E-03,2.92969E-03
-1.1404624E-03,-6.83594E-03
-1.1404440E-03,-6.83594E-03
-1.1404256E-03,2.92969E-03
-1.1404072E-03,2.92969E-03
-1.1403888E-03,1.26953E-02
-1.1403704E-03,1.26953E-02
-1.1403520E-03,2.92969E-03
-1.1403336E-03,2.92969E-03
-1.1403152E-03,3.22266E-02
-1.1402968E-03,1.26953E-02
-1.1402784E-03,2.92969E-03
-1.1402600E-03,3.22266E-02
-1.1402416E-03,3.22266E-02
-1.1402232E-03,1.26953E-02
-1.1402048E-03,-1.66016E-02
-1.1401864E-03,2.92969E-03
-1.1401680E-03,-6.83594E-03
-1.1401496E-03,1.26953E-02
-1.1401312E-03,1.26953E-02
-1.1401128E-03,1.26953E-02
-1.1400944E-03,-6.83594E-03
-1.1400760E-03,1.26953E-02
-1.1400576E-03,2.92969E-03
-1.1400392E-03,2.92969E-03
-1.1400208E-03,-1.66016E-02
-1.1400024E-03,2.92969E-03
-1.1399840E-03,1.26953E-02
-1.1399656E-03,3.22266E-02
-1.1399472E-03,-1.66016E-02
-1.1399288E-03,-1.66016E-02
-1.1399104E-03,-6.83594E-03
-1.1398920E-03,-1.66016E-02
-1.1398736E-03,1.26953E-02
-1.1398552E-03,2.24609E-02
-1.1398368E-03,3.22266E-02
-1.1398184E-03,-6.83594E-03
-1.1398000E-03,-6.83594E-03
-1.1397816E-03,1.26953E-02
-1.1397632E-03,1.26953E-02
-1.1397448E-03,-6.83594E-03
-1.1397264E-03,2.24609E-02
-1.1397080E-03,2.92969E-03
-1.1396896E-03,-6.83594E-03
-1.1396712E-03,3.22266E-02
-1.1396528E-03,-6.83594E-03
-1.1396344E-03,2.92969E-03
-1.1396160E-03,1.26953E-02
-1.1395976E-03,1.26953E-02
-1.1395792E-03,1.26953E-02
-1.1395608E-03,-6.83594E-03
-1.1395424E-03,2.92969E-03
-1.1395240E-03,-3.61328E-02
-1.1395056E-03,2.92969E-03
-1.1394872E-03,1.26953E-02
-1.1394688E-03,-6.83594E-03
-1.1394504E-03,1.26953E-02
-1.1394320E-03,-6.83594E-03
-1.1394136E-03,2.92969E-03
-1.1393952E-03,1.26953E-02
-1.1393768E-03,2.92969E-03
-1.1393584E-03,3.22266E-02
-1.1393400E-03,-6.83594E-03
-1.1393216E-03,2.92969E-03
-1.1393032E-03,1.26953E-02
-1.1392848E-03,-6.83594E-03
-1.1392664E-03,2.92969E-03
-1.1392480E-03,1.26953E-02
-1.1392296E-03,2.24609E-02
-1.1392112E-03,-3.61328E-02
-1.1391928E-03,2.92969E-03
-1.1391744E-03,2.92969E-03
-1.1391560E-03,1.26953E-02
-1.1391376E-03,-1.66016E-02
-1.1391192E-03,2.92969E-03
-1.1391008E-03,1.26953E-02
-1.1390824E-03,-1.66016E-02
-1.1390640E-03,2.92969E-03
-1.1390456E-03,2.24609E-02
-1.1390272E-03,1.26953E-02
-1.1390088E-03,2.24609E-02
-1.1389904E-03,-6.83594E-03
-1.1389720E-03,1.26953E-02
-1.1389536E-03,-6.83594E-03
-1.1389352E-03,3.22266E-02
-1.1389168E-03,2.24609E-02
-1.1388984E-03,1.26953E-02
-1.1388800E-03,4.19922E-02
-1.1388616E-03,-6.83594E-03
-1.1388432E-03,2.24609E-02
-1.1388248E-03,-6.83594E-03
-1.1388064E-03,-2.63672E-02
-1.1387880E-03,4.19922E-02
-1.1387696E-03,-6.83594E-03
-1.1387512E-03,-6.83594E-03
-1.1387328E-03,2.92969E-03
-1.1387144E-03,2.92969E-03
-1.1386960E-03,-6.83594E-03
-1.1386776E-03,1.26953E-02
-1.1386592E-03,1.26953E-02
-1.1386408E-03,3.22266E-02
-1.1386224E-03,2.92969E-03
-1.1386040E-03,1.26953E-02
-1.1385856E-03,-1.66016E-02
-1.1385672E-03,3.22266E-02
-1.1385488E-03,5.17578E-02
-1.1385304E-03,-2.63672E-02
-1.1385120E-03,2.24609E-02
-1.1384936E-03,2.24609E-02
-1.1384752E-03,-1.66016E-02
-1.1384568E-03,3.22266E-02
-1.1384384E-03,-6.83594E-03
-1.1384200E-03,2.92969E-03
-1.1384016E-03,-2.63672E-02
-1.1383832E-03,2.24609E-02
-1.1383648E-03,-2.63672E-02
-1.1383464E-03,-6.83594E-03
-1.1383280E-03,-6.83594E-03
-1.1383096E-03,3.22266E-02
-1.1382912E-03,2.24609E-02
-1.1382728E-03,-2.63672E-02
-1.1382544E-03,-6.83594E-03
-1.1382360E-03,-1.66016E-02
-1.1382176E-03,-6.83594E-03
-1.1381992E-03,-6.83594E-03
-1.1381808E-03,-6.83594E-03
-1.1381624E-03,1.26953E-02
-1.1381440E-03,-6.83594E-03
-1.1381256E-03,-6.83594E-03
-1.1381072E-03,2.92969E-03
-1.1380888E-03,2.92969E-03
-1.1380704E-03,-6.83594E-03
-1.1380520E-03,-6.83594E-03
-1.1380336E-03,4.19922E-02
-1.1380152E-03,1.26953E-02
-1.1379968E-03,2.92969E-03
-1.1379784E-03,2.92969E-03
-1.1379600E-03,-6.83594E-03
-1.1379416E-03,2.92969E-03
-1.1379232E-03,1.26953E-02
-1.1379048E-03,-6.83594E-03
-1.1378864E-03,-6.83594E-03
-1.1378680E-03,1.26953E-02
-1.1378496E-03,1.26953E-02
-1.1378312E-03,1.26953E-02
-1.1378128E-03,2.24609E-02
-1.1377944E-03,-6.83594E-03
-1.1377760E-03,-6.83594E-03
-1.1377576E-03,2.24609E-02
-1.1377392E-03,2.92969E-03
-1.1377208E-03,4.19922E-02
-1.1377024E-03,2.92969E-03
-1.1376840E-03,2.92969E-03
-1.1376656E-03,3.22266E-02
-1.1376472E-03,2.24609E-02
-1.1376288E-03,2.24609E-02
-1.1376104E-03,-6.83594E-03
-1.1375920E-03,2.24609E-02
